ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
39,London,Wimbledon,01/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Sonego L.,Navone M.,54,32,881,1282,6,4,7,6,6,4,,,,,3,0,Completed,1.07,9,1.09,9.33,1.09,9.95,1.08,8.29
39,London,Wimbledon,01/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Griekspoor T.,Galan D.E.,27,103,1470,592,7,6,6,3,6,4,,,,,3,0,Completed,1.13,6,1.13,7.19,1.14,7.27,1.12,6.32
39,London,Wimbledon,01/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Sinner J.,Hanfmann Y.,1,110,9890,556,6,3,6,4,3,6,6,3,,,3,1,Completed,1.01,26,1.01,43.93,1.02,43.93,1.01,21.84
39,London,Wimbledon,01/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Virtanen O.,Purcell M.,147,68,401,795,6,3,6,2,6,2,,,,,3,0,Completed,2.38,1.57,2.33,1.68,2.4,1.69,2.29,1.62
39,London,Wimbledon,01/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Paul T.,Martinez P.,13,49,3100,975,6,2,6,1,4,6,6,3,,,3,1,Completed,1.02,19,1.05,15.23,1.05,19,1.04,11.82
39,London,Wimbledon,01/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Kecmanovic M.,Nagal S.,52,73,925,768,6,2,3,6,6,3,6,4,,,3,1,Completed,1.07,9,1.12,7.73,1.12,9,1.1,7.22
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Nishioka Y.,Borges N.,90,50,659,936,6,2,7,6,2,6,6,3,,,3,1,Completed,1.8,2,1.84,2.08,1.88,2.15,1.79,2.03
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Seyboth Wild T.,Jubb P.,74,201,767,301,1,6,3,6,7,6,6,4,7,5,3,2,Completed,2.2,1.67,2.3,1.7,2.35,1.7,2.26,1.64
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Mpetshi G.,Korda S.,58,21,853,1795,7,6,6,7,7,6,6,7,6,3,3,2,Completed,4.33,1.22,4.78,1.23,4.84,1.25,4.35,1.21
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Musetti L.,Lestienne C.,25,92,1620,650,4,6,7,6,6,2,6,2,,,3,1,Completed,1.1,7,1.11,8.12,1.14,8.12,1.11,6.8
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Darderi L.,Choinski J.,37,174,1236,344,7,5,4,6,2,6,7,5,6,2,3,2,Completed,1.36,3.2,1.38,3.31,1.39,3.48,1.36,3.14
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Hurkacz H.,Albot R.,7,144,4235,406,5,7,6,4,6,3,6,4,,,3,1,Completed,1.04,13,1.05,14.36,1.06,14.36,1.04,10.99
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,De Minaur A.,Duckworth J.,9,81,3830,728,7,6,7,6,7,6,,,,,3,0,Completed,1.05,11,1.06,13.99,1.08,13.99,1.05,10.12
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Munar J.,Harris B.,63,116,835,545,6,4,6,4,3,6,6,3,,,3,1,Completed,2.38,1.57,2.45,1.63,2.61,1.63,2.41,1.57
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Popyrin A.,Monteiro T.,47,86,981,690,6,4,6,7,6,3,6,4,,,3,1,Completed,1.33,3.4,1.33,3.65,1.34,3.66,1.32,3.41
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Etcheverry T.,Nardi L.,31,75,1290,760,6,1,6,4,6,2,,,,,3,0,Completed,1.57,2.38,1.6,2.5,1.65,2.5,1.58,2.38
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Comesana F.,Rublev A.,122,6,529,4420,6,4,5,7,6,2,7,6,,,3,1,Completed,17,1.03,24.44,1.03,24.44,1.04,14.43,1.02
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Shelton B.,Bellucci M.,14,148,2595,401,4,6,6,3,3,6,6,3,6,4,3,2,Completed,1.33,3.4,1.34,3.63,1.37,3.71,1.33,3.35
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Fearnley J.,Moro Canas A.,277,188,206,321,7,5,6,4,7,6,,,,,3,0,Completed,1.5,2.63,1.49,2.84,1.55,2.84,1.48,2.67
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Walton A.,Coria F.,101,72,607,776,6,3,6,3,7,5,,,,,3,0,Completed,1.25,4,1.26,4.29,1.31,4.29,1.25,3.97
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Zverev A.,Carballes Baena R.,4,64,6905,826,6,2,6,4,6,2,,,,,3,0,Completed,1.01,29,1.03,25.24,1.04,29,1.02,17.1
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kopriva V.,2,123,8360,523,6,1,6,2,6,2,,,,,3,0,Completed,1.02,21,1.03,22.53,1.04,22.53,1.02,14.74
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Fils A.,Stricker D.,34,149,1250,400,6,3,6,2,3,6,6,4,,,3,1,Completed,1.44,2.75,1.43,3.1,1.46,3.1,1.42,2.9
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Tsitsipas S.,Daniel T.,11,84,3745,692,7,6,6,4,7,5,,,,,3,0,Completed,1.05,11,1.07,12.14,1.11,12.14,1.06,9.75
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Rune H.,Kwon S.W.,15,367,2370,135,6,1,6,4,6,4,,,,,3,0,Completed,1.1,7,1.15,6.49,1.15,7.03,1.12,6.35
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Giron M.,Searle H.,46,539,1020,73,3,6,6,3,6,4,6,4,,,3,1,Completed,1.17,5,1.19,5.52,1.19,5.52,1.17,5.1
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Draper J.,Ymer E.,28,205,1461,293,3,6,6,3,6,3,4,6,6,3,3,2,Completed,1.03,15,1.04,17.24,1.05,17.24,1.03,12.12
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Cobolli F.,Hijikata R.,48,77,980,751,7,5,4,6,6,4,6,4,,,3,1,Completed,2.1,1.73,2.25,1.72,2.25,1.74,2.16,1.7
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Norrie C.,Diaz Acosta F.,42,67,1070,808,7,5,7,5,6,3,,,,,3,0,Completed,1.04,13,1.08,11.01,1.08,13,1.06,9.62
39,London,Wimbledon,02/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Fritz T.,O Connell C.,12,79,3350,733,6,1,6,2,6,4,,,,,3,0,Completed,1.05,11,1.07,12.2,1.1,12.2,1.06,9.6
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Halys Q.,Eubanks C.,220,62,272,835,6,4,6,4,6,2,,,,,3,0,Completed,1.8,2,1.87,2.05,1.88,2.05,1.84,1.99
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Khachanov K.,Karatsev A.,22,99,1780,615,6,3,6,7,7,6,2,0,,,2,1,Retired,1.17,5,1.18,5.74,1.19,5.74,1.17,5.12
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Safiullin R.,Cerundolo F.,44,30,1045,1315,6,7,3,6,7,5,6,3,6,4,3,2,Completed,1.73,2.1,1.76,2.19,1.78,2.19,1.73,2.1
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Ruusuvuori E.,Mcdonald M.,87,96,683,626,7,6,4,6,5,7,7,6,6,3,3,2,Completed,1.67,2.2,1.63,2.45,1.68,2.45,1.62,2.29
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Pouille L.,Djere L.,212,51,284,936,3,6,7,6,3,6,6,3,6,1,3,2,Completed,1.5,2.63,1.55,2.59,1.57,2.65,1.52,2.53
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Rinderknech A.,Nishikori K.,76,401,754,118,5,7,6,4,6,7,6,3,6,2,3,2,Completed,1.36,3.2,1.39,3.26,1.41,3.26,1.37,3.11
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Machac T.,Goffin D.,39,83,1214,694,3,6,6,4,6,1,7,6,,,3,1,Completed,1.62,2.3,1.74,2.22,1.74,2.38,1.67,2.21
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Tabilo A.,Evans D.,19,60,1904,844,6,2,7,5,6,3,,,,,3,0,Completed,1.44,2.75,1.39,3.26,1.48,3.26,1.4,2.93
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,1st Round,5,Kokkinakis T.,Auger-Aliassime F.,93,17,639,2075,4,6,5,7,7,6,6,4,6,4,3,2,Completed,3.2,1.36,3.29,1.39,3.29,1.4,3.09,1.37
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Fognini F.,Ruud C.,94,8,635,4025,6,4,7,5,6,7,6,3,,,3,1,Completed,4.5,1.2,5.15,1.21,5.25,1.22,4.61,1.2
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Tiafoe F.,Coric B.,29,89,1355,664,7,6,6,1,6,3,,,,,3,0,Completed,1.44,2.75,1.49,2.84,1.52,2.84,1.46,2.76
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Nakashima B.,Thompson J.,65,40,825,1206,6,3,6,2,6,2,,,,,3,0,Completed,1.67,2.2,1.74,2.22,1.74,2.3,1.69,2.19
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Humbert U.,Van De Zandschulp B.,16,97,2300,618,7,6,6,1,6,3,,,,,3,0,Completed,1.25,4,1.27,4.24,1.29,4.35,1.26,3.89
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Muller A.,5,102,6445,601,6,7,7,6,6,4,7,5,,,3,1,Completed,1.02,21,1.03,20.98,1.05,21,1.02,14.42
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Alcaraz C.,Vukic A.,3,69,8130,789,7,6,6,2,6,2,,,,,3,0,Completed,1.03,17,1.03,25.77,1.03,25.81,1.02,15.73
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Bautista Agut R.,Sonego L.,112,54,555,881,6,3,3,6,6,3,6,4,,,3,1,Completed,1.62,2.3,1.6,2.52,1.66,2.52,1.59,2.37
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Bublik A.,Cazaux A.,23,98,1730,616,6,4,7,6,6,4,,,,,3,0,Completed,1.33,3.4,1.37,3.39,1.37,3.5,1.34,3.27
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Paul T.,Virtanen O.,13,147,3100,401,4,6,6,3,5,7,7,5,6,4,3,2,Completed,1.1,7,1.1,9.25,1.12,9.25,1.09,7.59
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Kecmanovic M.,Griekspoor T.,52,27,925,1470,4,6,7,6,1,6,6,2,6,3,3,2,Completed,2.5,1.53,2.42,1.64,2.6,1.64,2.37,1.59
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Struff J.L.,Zhang Z.,41,38,1135,1221,5,7,6,3,7,6,7,6,,,3,1,Completed,1.25,4,1.25,4.45,1.32,4.48,1.25,4.03
39,London,Wimbledon,03/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Sinner J.,Berrettini M.,1,59,9890,845,7,6,7,6,2,6,7,6,,,3,1,Completed,1.2,4.5,1.18,5.63,1.2,5.63,1.18,5.02
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,De Minaur A.,Munar J.,9,63,3830,835,6,2,6,2,7,5,,,,,3,0,Completed,1.02,19,1.05,15.58,1.05,19,1.03,12.81
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Fils A.,Hurkacz H.,34,7,1250,4235,7,6,6,4,2,6,6,6,,,2,1,Retired,3.75,1.29,4.37,1.26,4.78,1.29,3.93,1.26
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Comesana F.,Walton A.,122,101,529,607,7,5,1,6,6,7,6,1,7,6,3,2,Completed,2.75,1.44,2.93,1.47,2.93,1.5,2.7,1.46
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Shelton B.,Harris L.,14,118,2595,541,4,6,7,6,6,7,6,3,7,6,3,2,Completed,1.67,2.2,1.74,2.22,1.75,2.23,1.7,2.16
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Dimitrov G.,Shang J.,10,91,3750,658,5,7,6,7,6,4,6,2,6,4,3,2,Completed,1.14,5.5,1.15,6.52,1.16,6.52,1.14,5.84
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Shapovalov D.,Altmaier D.,121,80,530,731,7,6,6,3,1,6,6,7,6,4,3,2,Completed,1.13,6,1.15,6.36,1.16,6.36,1.14,5.83
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Popyrin A.,Etcheverry T.,47,31,981,1290,3,6,6,4,4,6,6,4,6,3,3,2,Completed,1.67,2.2,1.69,2.31,1.7,2.31,1.66,2.22
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Musetti L.,Darderi L.,25,37,1620,1236,6,4,4,6,6,7,6,4,6,4,3,2,Completed,1.25,4,1.25,4.44,1.26,4.44,1.24,4.1
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Safiullin R.,Machac T.,44,39,1045,1214,6,2,6,4,5,7,6,3,,,3,1,Completed,1.73,2.1,1.72,2.26,1.74,2.29,1.69,2.18
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Fearnley J.,2,277,8360,206,6,3,6,4,5,7,7,5,,,3,1,Completed,1.02,19,1.02,31.64,1.03,31.64,1.02,16.83
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Tabilo A.,Cobolli F.,19,48,1904,980,7,6,7,6,4,6,4,6,6,4,3,2,Completed,1.36,3.2,1.34,3.6,1.36,3.6,1.33,3.31
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Monfils G.,Wawrinka S.,33,95,1260,633,7,6,6,4,7,6,,,,,3,0,Completed,1.36,3.2,1.4,3.22,1.4,3.22,1.36,3.11
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Halys Q.,Khachanov K.,220,22,272,1780,4,6,6,3,3,6,6,3,6,4,3,2,Completed,2.63,1.5,2.8,1.5,2.8,1.56,2.6,1.5
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Rune H.,Seyboth Wild T.,15,74,2370,767,3,6,6,3,6,2,6,2,,,3,1,Completed,1.11,6.5,1.13,7.4,1.14,7.4,1.12,6.51
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Fritz T.,Rinderknech A.,12,76,3350,754,6,3,6,4,3,6,6,4,,,3,1,Completed,1.07,9,1.08,10.68,1.1,10.74,1.07,8.76
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Pouille L.,Kokkinakis T.,212,93,284,639,2,6,7,5,5,2,,,,,1,1,Retired,2.63,1.5,2.68,1.53,2.75,1.54,2.63,1.49
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Norrie C.,Draper J.,42,28,1070,1461,7,6,6,4,7,6,,,,,3,0,Completed,3.4,1.33,3.47,1.36,3.65,1.36,3.47,1.31
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Ruusuvuori E.,Tsitsipas S.,87,11,683,3745,7,6,7,6,3,6,6,3,,,3,1,Completed,4.33,1.22,4.56,1.24,4.58,1.26,4.2,1.23
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Mpetshi G.,Nishioka Y.,58,90,853,659,6,4,6,1,6,2,,,,,3,0,Completed,1.53,2.5,1.61,2.47,1.61,2.51,1.58,2.4
39,London,Wimbledon,04/07/2024,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Giron M.,4,46,6905,1020,6,2,6,1,6,4,,,,,3,0,Completed,1.11,6.5,1.11,8.05,1.14,8.05,1.11,6.63
39,London,Wimbledon,05/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Paul T.,Bublik A.,13,23,3100,1730,6,3,6,4,6,2,,,,,3,0,Completed,1.5,2.63,1.51,2.78,1.51,2.79,1.49,2.68
39,London,Wimbledon,05/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Alcaraz C.,Tiafoe F.,3,29,8130,1355,5,7,6,2,4,6,7,6,6,2,3,2,Completed,1.06,10,1.05,14.26,1.07,14.26,1.05,10.3
39,London,Wimbledon,05/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Dimitrov G.,Monfils G.,10,33,3750,1260,6,3,6,4,6,3,,,,,3,0,Completed,1.3,3.5,1.32,3.76,1.33,4.01,1.3,3.59
39,London,Wimbledon,05/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Sinner J.,Kecmanovic M.,1,52,9890,925,6,1,6,4,6,2,,,,,3,0,Completed,1.03,15,1.03,21.6,1.04,21.6,1.02,14.37
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,De Minaur A.,Pouille L.,9,212,3830,284,,,,,,,,,,,,,Walkover,1.05,11,1.05,14.27,1.06,14.27,1.05,10.95
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Shelton B.,Shapovalov D.,14,121,2595,530,6,7,6,2,6,4,4,6,6,2,3,2,Completed,1.8,2,1.95,1.95,1.95,2.1,1.88,1.92
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Humbert U.,Nakashima B.,16,65,2300,825,7,6,6,3,6,7,7,6,,,3,1,Completed,1.73,2.1,1.78,2.17,1.78,2.17,1.74,2.11
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Zverev A.,Norrie C.,4,42,6905,1070,6,4,6,4,7,6,,,,,3,0,Completed,1.11,6.5,1.14,6.71,1.14,6.75,1.13,6.19
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Fils A.,Safiullin R.,34,44,1250,1045,4,6,6,3,1,6,6,4,6,3,3,2,Completed,1.73,2.1,1.85,2.07,1.85,2.21,1.77,2.06
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Mpetshi G.,Ruusuvuori E.,58,87,853,683,4,6,6,2,7,6,6,4,,,3,1,Completed,1.73,2.1,1.81,2.12,1.83,2.15,1.76,2.07
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Bautista Agut R.,Fognini F.,112,94,555,635,7,6,3,6,5,7,7,6,6,4,3,2,Completed,1.44,2.75,1.43,3.05,1.49,3.05,1.43,2.83
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Musetti L.,Comesana F.,25,122,1620,529,6,2,6,7,7,6,6,3,,,3,1,Completed,1.17,5,1.17,5.8,1.18,5.8,1.16,5.27
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Rune H.,Halys Q.,15,220,2370,272,1,6,6,7,6,4,7,6,6,1,3,2,Completed,1.29,3.75,1.33,3.68,1.33,3.75,1.3,3.56
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Medvedev D.,Struff J.L.,5,41,6445,1135,6,1,6,3,4,6,7,6,,,3,1,Completed,1.53,2.5,1.5,2.79,1.54,2.79,1.49,2.63
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Popyrin A.,2,47,8360,981,4,6,6,3,6,4,7,6,,,3,1,Completed,1.13,6,1.13,7.14,1.17,7.14,1.13,6.19
